	BALBcJ_F0_Control_BALB01C	BALBcJ_F0_Control_BALB01D	C57BL6J_F0_Control_C5701C	C57BL6J_F0_Control_C5701D	BALBcJ_F0_LPS_20210513_1a	BALBcJ_F0_LPS_20210513_1b	C57BL6J_F0_LPS_20210513_2b	C57BL6J_F0_LPS_20210513_2c	BALBcJ_F1_Control_cb61a	BALBcJ_F1_Control_cb61b	BALBcJ_F1_Control_cb61c	BALBcJ_F1_Control_cb61d	C57BL6J_F1_Control_cb61a	C57BL6J_F1_Control_cb61b	C57BL6J_F1_Control_cb61c	C57BL6J_F1_Control_cb61d	BALBcJ_F1_LPS_cb61a	BALBcJ_F1_LPS_cb61b	BALBcJ_F1_LPS_cb62a	BALBcJ_F1_LPS_cb62b	BALBcJ_F1_LPS_cb62c	C57BL6J_F1_LPS_cb61a	C57BL6J_F1_LPS_cb61b	C57BL6J_F1_LPS_cb62a	C57BL6J_F1_LPS_cb62b	C57BL6J_F1_LPS_cb62c
Gm5106	1	0	0	0	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mocs3	85	80	69	44	94	13	44	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dynlrb2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gls2	18	12	8	17	28	14	20	71	14	24	10.5	8	17.5	15	12.5	6	3	12	12	43.5	10.5	12	0	25	11.5	8
Amigo3	29	49	55	34	66	15	20	14	9	3.5	4	8.5	9	12.5	4.5	1	0	0	0	2	0	0	0	0	0	7.5
Fam129c	114	102	29	13	61	19	5	3	72	65.5	56.5	57.5	34	30	43.5	36	12	24.5	23.5	16.5	25.5	11.5	30.5	5	16.5	15.5
Bckdk	687	494	439	355	287	78	57	26	102.5	115.5	136	113	99.5	111.5	137	112.5	8	5.5	34	17.5	30	8	5.5	34	17.5	30
Rbm5	1219	1107	1177	974	1185	295	457	258	377.5	320.5	418	402	389	357.5	434.5	372.5	92.5	110.5	121	129.5	204.5	105	107	106	163.5	185
Ang2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Efna3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpo	0	0	0	0	0	0	0	7	0	0	0	0	0	0	1	0	0	11	0	0	0	0	0	0	0	0
Ddx58	1575	1419	1019	776	2704	1376	1515	3830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AU019990	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glmp	3329	2589	1857	1488	2942	743	1137	893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700055D16Rik	18	12	15	13	45	16	24	28	6	14.5	20	13.5	14.5	10	11	14.5	38	18	63.5	30	3	51	40.5	51.5	40	19
Them4	44	49	35	19	56	5	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trim30a	3764	3469	2292	1717	21013	5751	7822	10200	2884	2990	3517	2590	2881	2992	3578	2448.5	10104	11686	14639	11913	13100.5	10074	11391.5	14224	10995.5	11684
5033406O09Rik	72	52	26	34	58	12	2	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nabp1	883	794	643	548	176	123	144	213	127.5	186	192	115.5	133.5	171	181	103	20.5	9	25.5	16	43	24	25	25	16	46
Clcc1	497	388	407	318	342	80	132	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ttll7	1	0	12	5	7	2	7	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem151a	13	9	9	30	1	1	2	2	6	9	6	1	2.5	5	3.5	0	0	0	0	0	0	0	0	0	0	0
Fmn2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1600029I14Rik	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm34637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ttc39aos1	17	7	4	1	0	0	0	0	0.5	0	2	0	0.5	0	2	0	0	0	0	0	0	0	0	0	0	0
Gm1123	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hspd1	570	641	311	278	1396	244	295	406	295	300.5	343	272.5	295.5	299	344	271.5	260	223.5	268	281.5	241	260	223.5	268	281.5	241
Ube2ql1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2700081O15Rik	46	56	37	41	38	9	21	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Polr2c	144	100	92	85	145	44	50	40	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Prune1	247	196	174	187	153	58	55	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acads	639	545	502	427	310	77	110	70	982	1003	1269	944	986.5	1074	1188	963	87.5	158	171	130.5	218	124.5	146	214.5	149	202.5
Cactin	225	331	208	149	313	58	123	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc96	3	1	1	4	0	0	0	1	0	0	0	0.5	0	0	0	0	0	0	3	0	0	0	0	0	0	0
Recql4	17	11	44	22	8	2	3	9	12.5	8.5	5.5	9	11.5	12	5.5	11	0	2	0	0	0	0	2	0	0	0
Zfp748	49	52	60	54	86	23	33	17	152.5	177.5	158.5	78	106	161.5	142	95	19.5	17	60	37.5	38.5	31	28.5	63	60.5	33.5
Mug2	1	1	9	27	1	1	33	44	3.5	0	0	0	3.5	7	0	0.5	0	0	0	0	0	0	0	0	1.5	3
Cd302	2804	2255	2297	1999	3982	1276	1562	1263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccl17	2	2	9	7	1	5	2	4	2.5	6	1	0.5	2	5.5	0.5	0	0	0	0	0	18.5	0	0	0	0	13
Zfp319	258	304	263	213	415	99	208	249	53.5	57.5	70	35	40	54.5	71	42	54.5	65.5	30	65.5	88.5	26	29.5	50	36.5	46.5
Dcaf13	270	249	190	140	621	152	231	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gpx6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wnt9b	0	0	3	1	0	0	0	0	2	0	0	0	2.5	0	0	0	0	0	0	0	0	0	0	0	0	0
Ankrd34a	3	1	0	3	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rp1l1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ebag9	179	156	144	108	151	51	13	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5930412G12Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Drd2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sbno2	1852	1405	1676	1512	16545	4700	7466	6645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm15506	37	32	14	10	0	1	0	0	28.5	27	25	20.5	10.5	6.5	12.5	8.5	0	0	0	0	0	0	0	0	0	0
9830132P13Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Als2cr11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pinlyp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc83	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sec22b	518	478	358	309	791	242	315	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Esp23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rfx1	772	610	509	495	358	86	187	121	684	796	804	696.5	622.5	766.5	857	660.5	154.5	150	164.5	143	194.5	245.5	228.5	207	151.5	302.5
4930487D11Rik	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vgf	0	1	0	0	19	2	17	22	0	0	0	0	0	0.5	0	0	19.5	0	0	3	9	15.5	0	10	3	0
Itgb1bp1	271	193	135	114	249	79	64	61	462	421.5	500.5	471.5	460	409.5	546.5	430.5	164	344	244.5	264	354.5	178.5	251	167	198	311.5
Atad2b	468	353	552	420	203	68	83	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp967	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Krtap19-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glt8d2	4	0	1	0	0	0	0	0	0	0	1	0	0	3	1	0	0	5.5	0	0	0	0	0	0	0	0
Ubqln5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ppp2r3c	116	65	120	80	147	56	61	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fktn	113	73	73	69	46	15	11	4	16	7	28.5	7.5	6.5	14	19	10.5	7.5	0	0	0	0	0	0	0	0.5	0
Hrct1	0	1	0	0	0	1	0	0	0.5	0	2	1	0.5	0	2	4	0	0	0	0	0	0	0	0	0	0
Mpzl3	37	47	0	2	12	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Srrm1	2379	1665	2513	1964	2698	671	1427	1144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyb5d2	158	87	119	114	59	25	13	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933432I09Rik	2	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2ab1	33	14	7	5	6	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc22a7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cnrip1	177	136	102	73	120	40	55	21	117.5	53	104.5	100	121	52	102.5	104.5	26.5	33.5	42.5	33.5	27.5	26.5	33.5	42.5	33.5	27.5
Mbtps2	920	597	586	509	533	177	172	148	113	147	131.5	104.5	40.5	66	52	40	19.5	18	68	54	30.5	9	4	29.5	18.5	14
Olfr1347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Defb12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kcna7	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9230104L09Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nol4l	231	168	255	204	440	72	90	58	19	19.5	12.5	17	12	18	33.5	11.5	0	15.5	15.5	2	0	5	0	5.5	3.5	2.5
Vmac	240	213	216	183	36	18	10	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm16157	0	0	2	2	6	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Camta2	3869	3025	3361	2974	2055	520	788	641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gnb5	109	83	45	34	32	22	11	0	28	16.5	18	21	17	17	14	21.5	3	6	8	0	6	4.5	13	8	2	22
Cecr2	2	5	4	0	8	2	9	17	1.5	3	0.5	5	1	1	0.5	5	3	0	6.5	5	7	0	0	7	1.5	11
Gpt2	295	297	230	201	755	183	602	867	286.5	458	478.5	230	369	546.5	605	242	576	471	546	464.5	845	889	1028.5	1141	984	1470
Pcbp4	19	15	41	54	8	0	3	14	23.5	14.5	15.5	17.5	34	52	68	42	0	0	3	5.5	7.5	8	5	0	4.5	13
Fam32a	844	680	496	479	852	225	287	199	1467.5	1512.5	1812.5	1479.5	1342.5	1332	1537	1212.5	706	885	775	763.5	1130.5	689	755.5	800	647	808.5
Gm20744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Esyt3	7	6	15	8	7	0	3	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alg3	191	130	154	101	137	41	69	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gstt4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tbrg3	16	14	25	11	16	3	14	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930486I03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sidt1	2	1	4	14	0	0	4	1	0	1.5	2.5	0	3	1	3	0	0	0	0	0	0	0	0	0	1	0
Olfr1490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clec10a	256	225	148	98	88	35	48	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Crcp	229	197	170	154	329	82	122	77	50	55.5	57	44.5	52.5	48.5	67	29.5	14	5.5	33.5	35.5	32.5	26	27	35.5	32	37
Fkbp8	2417	1916	1568	1377	1740	576	797	562	1159	1272.5	1455	1346	1316	1350.5	1496.5	1344	577.5	644	743	507	821	577.5	708	777.5	540	846.5
Etv2	0	0	0	0	4	0	0	0	2.5	1.5	0	3.5	1	0	0	3.5	7	0	0	0	5.5	7	0	0	1.5	0
Plaur	559	306	170	143	2146	1959	696	2237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm6936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wdr45b	782	619	599	526	872	230	309	217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sox1ot	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ropn1l	13	16	30	14	8	8	13	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Calcoco2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H2-Oa	0	0	4	8	0	1	7	6	8	0.5	2	4	1.5	5	6	6.5	0	0	0	0	0	5	0	3	4	8
Srp19	136	181	90	78	234	80	75	33	69	67.5	71	58	72	68.5	72	56	48	35	43	41.5	57.5	43.5	31	49	45.5	57.5
Gm10790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm9855	0	2	28	19	2	1	13	9	23	5.5	12	14.5	93	86.5	106.5	95.5	14.5	2	8	11	6	117.5	85	107.5	73	115.5
Cilp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Krt75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trim43b	3	0	0	0	2	0	0	0	2.5	1	6.5	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Lcp2	5029	4102	4736	4081	22326	7408	11299	12519	750.5	656.5	772	634	759.5	679	710.5	628.5	1744.5	1904.5	2294.5	1979.5	1881.5	1648	2232.5	2489.5	2072.5	2309.5
Orc4	414	360	378	293	664	159	280	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr90	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D930032P07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700034E13Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tbc1d22a	1689	1202	1087	928	770	240	348	221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rbm27	731	574	623	484	1443	364	553	433	62.5	47.5	60	61	65	46.5	60	63	31.5	43	45.5	82	11	31.5	43	45.5	79.5	11
Apool	147	114	74	64	146	35	43	47	127	101.5	140.5	90	2.5	4.5	17	2.5	59	108.5	88	59.5	122.5	0	0	0	0.5	2
Mknk2	4299	3687	2698	2417	1678	423	484	371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neurl1b	70	91	132	139	11	12	99	107	90	125.5	113.5	78	271.5	334.5	308.5	214.5	32	48.5	16	14.5	33	243	225	224.5	291.5	361.5
Rsrp1	5470	3967	3895	4935	1738	446	680	644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cul5	827	570	632	488	816	222	261	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700016K19Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1rb	0	0	0	0	2	0	0	0	0.5	0	0	0	0.5	0	1	0	0	0	0	0	0	0	0	0	0	0
Sh3bgrl3	1098	916	2049	1590	1073	440	1668	946	742.5	695.5	917.5	820	1334	1278.5	1444.5	1226	325	351.5	447.5	231	386	741	1070	704.5	588	1089
Vmn2r50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nek9	3446	2521	3372	2542	2191	733	1021	700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pla2g7	18953	15224	12222	10923	15154	5361	3236	2566	11903	12148	13442.5	11967.5	9521	9744.5	10702.5	9836	8455	9873	7513.5	6854	11055	7188.5	8350.5	6045.5	5824	8661.5
8430436N08Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bmpr2	3200	2268	2597	2034	2107	759	882	1192	900	1030.5	1113	864.5	876.5	971.5	1087.5	848	328.5	306.5	560	423.5	305.5	406	304	566.5	434.5	291
Eftud2	1001	745	650	608	826	199	289	240	264.5	240	279.5	243	258	248.5	278.5	274	97	71.5	118.5	85.5	113	120.5	66.5	91.5	84.5	117.5
Msl3	573	450	469	425	200	79	119	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eprn	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sgo2b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Drd5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ddx25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28535	2	0	0	0	0	1	0	0	0	4	0	2	0	2	0	0.5	0	0	0	0	0	0	0	0	0	0
Hspb7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ypel4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
Ptprn2	1	5	0	0	5	0	0	0	0	3	1.5	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
0610009B22Rik	78	79	65	50	21	8	15	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrrc25	2883	2287	3266	2780	8428	1882	5059	3359	2558.5	2330.5	2770	2487	3622	3215.5	3950	3381.5	3122	3059.5	3246.5	2442.5	3355.5	4807.5	5380.5	4564.5	3921.5	5171
C3	474	489	1227	1793	2768	998	2008	4059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gmppa	656	539	561	471	576	110	190	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2d10	13	21	15	31	83	11	21	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam151a	11	20	20	17	0	1	4	1	20	21	26	25	49.5	45.5	52	55.5	0	4.5	3	6.5	5.5	0	8.5	3.5	5	21.5
Fam19a5	82	91	0	0	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chd6	742	687	828	713	516	158	241	246	18	14.5	8.5	26	24.5	19.5	28.5	13	2.5	2	9	0.5	0	15	0	0.5	1.5	12
F930015N05Rik	5	2	4	1	11	0	4	0	1	0	0	3	8	3	10	7.5	0	0	0	1	0	0	0	0	4	0
Fhod1	2968	2213	2625	2142	2333	729	940	682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933416M07Rik	13	21	20	21	625	143	237	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phf11d	273	324	185	120	880	447	548	1498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Katnal2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp654	261	224	335	239	193	58	103	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rbm45	269	201	216	183	343	108	148	204	449.5	478.5	485.5	423.5	489.5	543	556.5	442	382.5	585.5	480	333	366	468.5	623.5	504	362.5	451
Cdadc1	247	193	192	159	104	55	26	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pacsin1	0	0	2	1	10	0	1	1	0	0	1.5	1.5	0	4	4.5	1.5	0	0	0	0	0	0	0	0	0	0
Serpinb9f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Psg29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Coq4	95	91	69	48	60	14	22	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tgm3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eif3e	778	605	805	721	980	330	481	345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trpm1	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hnrnpf	955	793	536	510	1356	385	596	416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Htr2c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sdc4	369	245	380	390	92662	28940	37037	38462	81	66.5	64	77	137	111	93	122.5	16245	18852	17341.5	14511.5	19228.5	27929	31697.5	29536.5	25279.5	31681
Syn1	983	654	728	678	544	136	364	220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gpr158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr432	4	2	0	0	2	1	0	0	0	0	0.5	2.5	0	0	0	0	5	4	2	0	0	0	4	0	0	0
Tcerg1	908	725	651	476	1731	517	848	516	74	81	137	77.5	73.5	81	137	77	76	61.5	84.5	79.5	68.5	75.5	61.5	84	79.5	64
Olfr731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Msra	124	128	140	115	121	54	89	43	0	0.5	0.5	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Tmc1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rufy2	433	381	388	279	304	76	101	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nsmce2	191	141	148	126	196	63	91	57	127.5	108	133.5	107.5	133	133.5	155.5	106.5	60.5	34.5	90	54.5	83	68.5	65.5	38	49.5	89
Mirt2	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cmc4	59	33	32	40	29	10	17	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arid4a	1203	1105	1124	980	318	172	152	329	19	26.5	65	68	21	26	57	67.5	8	7	9	10	3.5	8	7	9	10	3.5
Olfr394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prr14l	1046	854	935	684	925	203	363	220	242	260	350.5	298.5	275	283.5	319	244	74	70.5	91.5	87.5	57.5	60.5	38	86	46	14.5
Gm19500	1	0	4	2	0	0	0	1	0	0	2	2.5	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0
Psmd5	310	256	213	155	304	82	104	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Procr	80	88	193	231	840	314	2101	3185	216.5	226	225	239	207	271	208	242.5	3015.5	1834.5	3343.5	2928.5	3905.5	5708.5	3606	6322.5	5280.5	7562.5
4930456L15Rik	0	0	0	0	0	0	0	0	1	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
Phc3	2047	1759	2130	1706	1372	391	620	456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igf2bp1	64	20	1	0	387	53	14	5	1.5	0.5	0	0	0	0	0	0	0	6	16	10	3.5	0	0	0	0	0
Dnmt3a	2231	2424	2166	1801	1077	367	479	502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm8579	0	0	0	0	0	0	0	0	0	2	0.5	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0
Fgd4	2847	2483	2481	1917	138	174	68	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm15401	0	5	14	3	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700030F04Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gys1	245	203	174	142	90	19	25	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gfm2	510	436	339	304	392	138	136	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tomm70a	939	737	685	577	1841	498	701	760	133.5	177	166.5	150.5	114	174	172	166	180.5	173	145	165	125	146.5	139.5	150.5	172	176.5
Vmn1r176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dnajb8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stk32b	0	0	0	0	0	0	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
Appbp2	369	299	311	273	662	195	311	274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
